"Gene","Cancer","TDL","IDG_Status","Kinase_score_percent","rank","Kinase_Type","Kinase_Group","Kinase_Family","Kinase_protein","MOA"
"CSNK1D","ESCA","Tchem","Studied",2.08333333333333,32,"protein kinase","CK1 group","CK1 family","casein kinase i isoform delta","no"
"CSNK1E","ESCA","Tchem","Studied",12.5,22,"protein kinase","CK1 group","CK1 family","casein kinase i isoform epsilon","no"
"CSNK1G1","ESCA","Tchem","Understudied",0,34,"protein kinase","CK1 group","CK1 family","casein kinase i isoform gamma-1","no"
"CSNK1G2","ESCA","Tchem","Understudied",0,34,"protein kinase","CK1 group","CK1 family","casein kinase i isoform gamma-2","no"
"CSNK1G3","ESCA","Tbio","Understudied",0,34,"protein kinase","CK1 group","CK1 family","casein kinase i isoform gamma-3","no"
"CSNK2A1","ESCA","Tchem","Studied",0,34,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit alpha","no"
"CSNK2A2","ESCA","Tchem","Studied",12.5,22,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit alpha","no"
"CSNK2A3","ESCA","Tdark","Understudied",0,34,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit alpha 3","no"
"CSNK2B","ESCA","Tbio","Studied",12.5,22,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit beta","no"
"DAPK1","ESCA","Tchem","Studied",6.25,24,"protein kinase","CAMK group","DAPK family","death-associated protein kinase 1","no"
"DAPK2","ESCA","Tchem","Studied",0,34,"protein kinase","CAMK group","DAPK family","death-associated protein kinase 2","no"
"DAPK3","ESCA","Tchem","Studied",2.5,31,"protein kinase","CAMK group","DAPK family","death-associated protein kinase 3","no"
"DCK","ESCA","Tchem","Studied",12.5,22,"Non-protein kinase","nucleoside/nucleotide kinase","DCK/DGK family","deoxycytidine kinase","no"
"DCLK1","ESCA","Tchem","Studied",0,34,"protein kinase","CAMK group","DCAMKL family","serine/threonine-protein kinase dclk1","no"
"DCLK2","ESCA","Tchem","Studied",0,34,"protein kinase","CAMK group","DCAMKL family","serine/threonine-protein kinase dclk2","no"
"DCLK3","ESCA","Tchem","Understudied",12.5,22,"protein kinase","CAMK group","DCAMKL family","serine/threonine-protein kinase dclk3","no"
"DDR1","ESCA","Tchem","Studied",12.5,22,"protein kinase","TK group","DDR family","epithelial discoidin domain-containing receptor 1","no"
"DDR2","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","DDR family","discoidin domain-containing receptor 2","no"
"DGKA","ESCA","Tbio","Studied",1.25,33,"Non-protein kinase","lipid kinase","Diacylglycerol kinase family","diacylglycerol kinase alpha","no"
"DGKH","ESCA","Tbio","Studied",0,34,"Non-protein kinase","lipid kinase","Diacylglycerol kinase family","diacylglycerol kinase eta","no"
"DGKQ","ESCA","Tbio","Studied",0,34,"Non-protein kinase","lipid kinase","Diacylglycerol kinase family","diacylglycerol kinase theta","no"
"DGUOK","ESCA","Tbio","Studied",12.5,22,"Non-protein kinase","nucleoside/nucleotide kinase","DCK/DGK family","deoxyguanosine kinase, mitochondrial","no"
"DMPK","ESCA","Tchem","Studied",0,34,"protein kinase","AGC group","DMPK family","myotonin-protein kinase","no"
"DSTYK","ESCA","Tchem","Understudied",1.25,33,"protein kinase","other group","SGK496 family","dual serine/threonine and tyrosine protein kinase","no"
"DTYMK","ESCA","Tbio","Studied",12.5,22,"Non-protein kinase","nucleoside/nucleotide kinase","Thymidylate kinase family","thymidylate kinase","no"
"DYRK1A","ESCA","Tchem","Studied",0,34,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 1a","no"
"DYRK1B","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 1b","no"
"DYRK2","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 2","no"
"DYRK3","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 3","no"
"DYRK4","ESCA","Tchem","Understudied",1.25,33,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 4","no"
"EEF2K","ESCA","Tchem","Understudied",0,34,"protein kinase","Atypical group","Alpha family","eukaryotic elongation factor 2 kinase","no"
"EFNA1","ESCA","Tbio","Studied",25,7,"protein kinase","TK group","Eph family","ephrin-a1","no"
"EGFR","ESCA","Tclin","Studied",14.5833333333333,20,"protein kinase","TK group","EGFR family","epidermal growth factor receptor","no"
"EIF2AK1","ESCA","Tchem","Studied",0,34,"protein kinase","other group","PEK family","eukaryotic translation initiation factor 2-alpha kinase 1","no"
"EIF2AK2","ESCA","Tchem","Studied",12.5,22,"protein kinase","other group","PEK family","interferon-induced, double-stranded rna-activated protein kinase","no"
"EIF2AK3","ESCA","Tchem","Studied",2.08333333333333,32,"protein kinase","other group","PEK family","eukaryotic translation initiation factor 2-alpha kinase 3","no"
"EIF2AK4","ESCA","Tchem","Studied",1.25,33,"protein kinase","other group","PEK family","eukaryotic translation initiation factor 2-alpha kinase 4","no"
"EPHA1","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","Eph family","ephrin type-a receptor 1","no"
"EPHA10","ESCA","Tbio","Studied",4.16666666666667,28,"protein kinase","TK group","Eph family","ephrin type-a receptor 10","no"
"EPHA2","ESCA","Tclin","Studied",14.5833333333333,20,"protein kinase","TK group","Eph family","ephrin type-a receptor 2","no"
"EPHA3","ESCA","Tchem","Studied",15.8333333333333,18,"protein kinase","TK group","Eph family","ephrin type-a receptor 3","no"
"EPHA4","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","Eph family","ephrin type-a receptor 4","no"
"EPHA5","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","Eph family","ephrin type-a receptor 5","no"
"EPHA6","ESCA","Tchem","Studied",12.5,22,"protein kinase","TK group","Eph family","ephrin type-a receptor 6","no"
"EPHA7","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","Eph family","ephrin type-a receptor 7","no"
"EPHA8","ESCA","Tchem","Studied",12.5,22,"protein kinase","TK group","Eph family","ephrin type-a receptor 8","no"
"EPHB1","ESCA","Tchem","Studied",4.16666666666667,28,"protein kinase","TK group","Eph family","ephrin type-b receptor 1","no"
"EPHB2","ESCA","Tchem","Studied",2.08333333333333,32,"protein kinase","TK group","Eph family","ephrin type-b receptor 2","no"
"EPHB3","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","Eph family","ephrin type-b receptor 3","no"
"EPHB4","ESCA","Tchem","Studied",12.5,22,"protein kinase","TK group","Eph family","ephrin type-b receptor 4","no"
"EPHB6","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","Eph family","ephrin type-b receptor 6","no"
"ERBB2","ESCA","Tclin","Studied",12.5,22,"protein kinase","TK group","EGFR family","receptor tyrosine-protein kinase erbb-2","no"
"ERBB3","ESCA","Tchem","Studied",2.08333333333333,32,"protein kinase","TK group","EGFR family","receptor tyrosine-protein kinase erbb-3","no"
"ERBB4","ESCA","Tclin","Studied",0,34,"protein kinase","TK group","EGFR family","receptor tyrosine-protein kinase erbb-4","no"
"ERN1","ESCA","Tchem","Studied",0,34,"protein kinase","other group","IRE family","serine/threonine-protein kinase/endoribonuclease ire1","no"
"ERN2","ESCA","Tbio","Understudied",12.5,22,"protein kinase","other group","IRE family","serine/threonine-protein kinase/endoribonuclease ire2","no"
"ETNK1","ESCA","Tbio","Studied",14.5833333333333,20,"Non-protein kinase","other small molecule kinase","choline/ethanolamine kinase","ethanolamine kinase 1","no"
"ETNK2","ESCA","Tdark","Studied",0,34,"Non-protein kinase","other small molecule kinase","choline/ethanolamine kinase","ethanolamine kinase 2","no"
"FASTK","ESCA","Tbio","Studied",0,34,"protein kinase","Atypical group","FAST family","Fas-activated serine/threonine kinase","no"
"FER","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","FER family","tyrosine-protein kinase fer","no"
"FES","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","FER family","tyrosine-protein kinase fes/fps","no"
"FGFR1","ESCA","Tclin","Studied",0,34,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 1","no"
"FGFR2","ESCA","Tclin","Studied",0,34,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 2","no"
"FGFR3","ESCA","Tclin","Studied",0,34,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 3","no"
"FGFR4","ESCA","Tclin","Studied",12.5,22,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 4","no"
"FGGY","ESCA","Tbio","Studied",0,34,"Non-protein kinase","carbohydrate kinase","FGGY Kinase family","FGGY carbohydrate kinase domain-containing protein","no"
"FGR","ESCA","Tchem","Studied",1.25,33,"protein kinase","TK group","SRC family","tyrosine-protein kinase fgr","no"
"FLT1","ESCA","Tclin","Studied",0,34,"protein kinase","TK group","VEGFR family","vascular endothelial growth factor receptor 1","no"
"FLT3","ESCA","Tclin","Studied",0,34,"protein kinase","TK group","PDGFR family","receptor-type tyrosine-protein kinase flt3","no"
"FLT4","ESCA","Tclin","Studied",0,34,"protein kinase","TK group","VEGFR family","vascular endothelial growth factor receptor 3","no"
"FN3K","ESCA","Tbio","Studied",6.25,24,"Non-protein kinase","other small molecule kinase","frustocamine kinase","fructosamine-3-kinase","no"
"FN3KRP","ESCA","Tbio","Studied",26.25,6,"Non-protein kinase","other small molecule kinase","frustocamine kinase","ketosamine-3-kinase","no"
"FRK","ESCA","Tchem","Studied",12.5,22,"protein kinase","TK group","SRC family","tyrosine-protein kinase frk","no"
"FUK","ESCA","Tbio","Studied",0,34,"Non-protein kinase","carbohydrate kinase","GHMP kinase","L-fucose kinase","no"
"FYN","ESCA","Tclin","Studied",4.16666666666667,28,"protein kinase","TK group","SRC family","tyrosine-protein kinase fyn","no"
"GAK","ESCA","Tchem","Studied",0,34,"protein kinase","other group","NAK family","cyclin-g-associated kinase","no"
"GALK1","ESCA","Tbio","Studied",12.5,22,"Non-protein kinase","carbohydrate kinase","GHMP kinase","galactokinase","no"
"GALK2","ESCA","Tbio","Studied",0,34,"Non-protein kinase","carbohydrate kinase","GHMP kinase","galactokinase","no"
"GCK","ESCA","Tchem","Studied",12.5,22,"Non-protein kinase","carbohydrate kinase","Hexokinase family","glucokinase","no"
"GK","ESCA","Tbio","Studied",33.3333333333333,1,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","glycerol kinase","no"
"GK2","ESCA","Tdark","Studied",0,34,"Non-protein kinase","other small molecule kinase","FGGY kinase family","glycerol kinase 2","no"
"GK3P","ESCA","Tdark","Studied",14.5833333333333,20,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","glycerol kinase 3","no"
"GK5","ESCA","Tbio","Studied",0,34,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","putative glycerol kinase 5","no"
"GLYCTK","ESCA","Tbio","Studied",0,34,"Non-protein kinase","carbohydrate kinase","glycerate kinase type-2 family","glycerate kinase","no"
"GRK1","ESCA","Tchem","Studied",0,34,"protein kinase","AGC group","GRK family","rhodopsin kinase","no"
"GRK2","ESCA","Tchem","Studied",12.5,22,"protein kinase","AGC group","GRK family","beta-adrenergic receptor kinase 1","no"
"GRK3","ESCA","Tchem","Studied",2.08333333333333,32,"protein kinase","AGC group","GRK family","beta-adrenergic receptor kinase 2","no"
"GRK4","ESCA","Tchem","Studied",0,34,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 4","no"
"GRK5","ESCA","Tchem","Studied",0,34,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 5","no"
"GRK6","ESCA","Tchem","Studied",12.5,22,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 6","no"
"GRK7","ESCA","Tchem","Studied",12.5,22,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 7","no"
"GSK3A","ESCA","Tclin","Studied",0,34,"protein kinase","CMGC group","GSK family","glycogen synthase kinase-3 alpha","no"
"GSK3B","ESCA","Tclin","Studied",12.5,22,"protein kinase","CMGC group","GSK family","glycogen synthase kinase-3 beta","no"
"GUCY2C","ESCA","Tclin","Studied",0,34,"protein kinase","RGC group","RGC family","heat-stable enterotoxin receptor","no"
"GUCY2D","ESCA","Tbio","Studied",12.5,22,"protein kinase","RGC group","RGC family","retinal guanylyl cyclase 1","no"
"GUCY2F","ESCA","Tbio","Studied",0,34,"protein kinase","RGC group","RGC family","retinal guanylyl cyclase 2","no"
"GUK1","ESCA","Tbio","Studied",0,34,"Non-protein kinase","nucleoside/nucleotide kinase","Guanylate kinase family","guanylate kinase","no"
"HASPIN","ESCA","Tchem","Studied",0,34,"protein kinase","STE group","STE Ser/Thr protein kinase family","serine/threonine-protein kinase haspin","no"
"HCK","ESCA","Tclin","Studied",15.8333333333333,17,"protein kinase","TK group","SRC family","tyrosine-protein kinase hck","no"
"HIPK1","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 1","no"
"HIPK2","ESCA","Tchem","Studied",0,34,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 2","no"
"HIPK3","ESCA","Tchem","Understudied",2.08333333333333,32,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 3","no"
"HIPK4","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 4","no"
"HK1","ESCA","Tchem","Studied",0,34,"Non-protein kinase","carbohydrate kinase","Hexokinase family","hexokinase-1","no"
"HK2","ESCA","Tchem","Studied",12.5,22,"Non-protein kinase","carbohydrate kinase","hexokinase family","hexokinase 2","no"
"HK3","ESCA","Tbio","Studied",19.5833333333333,12,"Non-protein kinase","carbohydrate kinase","hexokinase family","hexokinase 3","no"
"HKDC1","ESCA","Tbio","Studied",12.5,22,"Non-protein kinase","carbohydrate kinase","hexokinase family","putative hexokinase HKDC1","no"
"HUNK","ESCA","Tchem","Studied",0,34,"protein kinase","CAMK group","CAMKL family","hormonally up-regulated neu tumor-associated kinase","no"
"ICK","ESCA","Tchem","Understudied",0,34,"protein kinase","CMGC group","RCK family","serine/threonine-protein kinase ick","no"
"IDNK","ESCA","Tbio","Studied",0,34,"Non-protein kinase","carbohydrate kinase","gluconokinase GntK/GntV family","probable gluconokinase","no"
"IGF1R","ESCA","Tclin","Studied",1.25,33,"protein kinase","TK group","INSR family","insulin-like growth factor 1 receptor","no"
"IKBKB","ESCA","Tchem","Studied",0,34,"protein kinase","other group","IKK family","inhibitor of nuclear factor kappa-b kinase subunit beta","no"
"IKBKE","ESCA","Tchem","Studied",12.5,22,"protein kinase","other group","IKK family","inhibitor of nuclear factor kappa-b kinase subunit epsilon","no"
"IKBKG","ESCA","Tbio","Studied",13.75,21,"protein kinase","Unclassified protein","","nf-kappa-b essential modulator","no"
"ILK","ESCA","Tchem","Studied",0,34,"protein kinase","TKL group","MLK family","integrin-linked protein kinase","no"
"INSR","ESCA","Tclin","Studied",4.16666666666667,28,"protein kinase","TK group","INSR family","insulin receptor","no"
"INSRR","ESCA","Tchem","Studied",0,34,"protein kinase","TK group","INSR family","insulin receptor-related protein","no"
"IP6K1","ESCA","Tbio","Studied",0,34,"Non-protein kinase","lipid kinase","inositol phosphokinase (IPK) family","inositol hexakisphosphate kinase 1","no"
"IP6K2","ESCA","Tbio","Studied",4.16666666666667,28,"Non-protein kinase","lipid kinase","inositol phosphokinase (IPK) family","inositol hexakisphosphate kinase 2","no"
"IP6K3","ESCA","Tbio","Studied",0,34,"Non-protein kinase","lipid kinase","inositol phosphokinase (IPK) family","inositol hexakisphosphate kinase 3","no"
"IPMK","ESCA","Tbio","Studied",0,34,"Non-protein kinase","lipid kinase","Inositol phosphokinase (IPK) family","inositol polyphosphate multikinase","no"
"IRAK1","ESCA","Tchem","Studied",12.5,22,"protein kinase","TKL group","IRAK family","interleukin-1 receptor-associated kinase 1","no"
"IRAK2","ESCA","Tbio","Studied",14.5833333333333,20,"protein kinase","TKL group","IRAK family","interleukin-1 receptor-associated kinase-like 2","no"
"IRAK3","ESCA","Tchem","Studied",20.8333333333333,11,"protein kinase","TKL group","IRAK family","interleukin-1 receptor-associated kinase 3","no"
"IRAK4","ESCA","Tchem","Studied",0,34,"protein kinase","TKL group","IRAK family","interleukin-1 receptor-associated kinase 4","no"
"ITK","ESCA","Tclin","Studied",3.75,29,"protein kinase","TK group","TEC family","tyrosine-protein kinase itk/tsk","no"
